,Unnamed: 0,path,speakerId,transcription,intent,intentLbl
0,155,../smart-lights-en-close-field/speech_corpus/audio/1590.wav,74e9b845-0a5a-4af0-959b-5f4fcf28fed3,switch off the light in the toilet,SwitchLightOff,4
1,103,../smart-lights-en-close-field/speech_corpus/audio/556.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,In the entrance change the colors to red,SetLightColor,3
2,1115,../smart-lights-en-close-field/speech_corpus/audio/1066.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Switch off the garage lights.,SwitchLightOff,4
3,156,../smart-lights-en-close-field/speech_corpus/audio/884.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please shut off the lighting.,SwitchLightOff,4
4,129,../smart-lights-en-close-field/speech_corpus/audio/1534.wav,143921a6-6caa-417f-bd7e-2732023270c1,please increase the meeting room brightness,IncreaseBrightness,1
5,77,../smart-lights-en-close-field/speech_corpus/audio/1196.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn off the lights to the toilets.,SwitchLightOff,4
6,772,../smart-lights-en-close-field/speech_corpus/audio/1075.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Switch on the studio light,SwitchLightOn,5
7,1163,../smart-lights-en-close-field/speech_corpus/audio/1622.wav,01356b70-791d-42c4-b14b-56fefa67358f,turn bedroom red,SetLightColor,3
8,222,../smart-lights-en-close-field/speech_corpus/audio/1490.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,lounge lights on please,SwitchLightOn,5
9,793,../smart-lights-en-close-field/speech_corpus/audio/509.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,I'd like for the lights to be blue.,SetLightColor,3
10,1225,../smart-lights-en-close-field/speech_corpus/audio/1592.wav,e23027b0-4121-4be8-9b65-f34550c3f4de,switch off vestibule lights off.,SwitchLightOff,4
11,656,../smart-lights-en-close-field/speech_corpus/audio/91.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,Can you make the lights green in the basement?,SetLightColor,3
12,151,../smart-lights-en-close-field/speech_corpus/audio/1097.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,The garage should have its lights turned off now,SwitchLightOff,4
13,71,../smart-lights-en-close-field/speech_corpus/audio/951.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Put parking lights at level twelve,SetLightBrightness,2
14,74,../smart-lights-en-close-field/speech_corpus/audio/1509.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,make the lights red in the office,SetLightColor,3
15,39,../smart-lights-en-close-field/speech_corpus/audio/811.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,"Ok google, Turn off lights in entire flat",SwitchLightOff,4
16,221,../smart-lights-en-close-field/speech_corpus/audio/341.wav,52550932-54ef-45b9-b1bd-6a38e2507f4b,I need some light please,SwitchLightOn,5
17,37,../smart-lights-en-close-field/speech_corpus/audio/212.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Color lights pink,SetLightColor,3
18,1013,../smart-lights-en-close-field/speech_corpus/audio/1502.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,make it so the lounge light is pink,SetLightColor,3
19,732,../smart-lights-en-close-field/speech_corpus/audio/864.wav,6d3dc6c5-3310-4fe3-b071-fb17fb9d6803,Please make the light blue,SetLightColor,3
20,153,../smart-lights-en-close-field/speech_corpus/audio/1416.wav,605a3d3d-973b-4b8e-93cf-3044c00e47b2,dining room needs to be at twelve percent,SetLightBrightness,2
21,961,../smart-lights-en-close-field/speech_corpus/audio/747.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Make the light dimmer,DecreaseBrightness,0
22,287,../smart-lights-en-close-field/speech_corpus/audio/1089.wav,143921a6-6caa-417f-bd7e-2732023270c1,The brightness should be ten in a bathroom,SetLightBrightness,2
23,1102,../smart-lights-en-close-field/speech_corpus/audio/1512.wav,1eef6acf-9a01-41c3-b118-b43ea5de6f9b,make the studio lights brighter,IncreaseBrightness,1
24,1249,../smart-lights-en-close-field/speech_corpus/audio/47.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Brightness adjust to ten in kids room please.,SetLightBrightness,2
25,695,../smart-lights-en-close-field/speech_corpus/audio/1479.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,lights off changing room,SwitchLightOff,4
26,1325,../smart-lights-en-close-field/speech_corpus/audio/417.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,I want the facilities to have lights on now,SwitchLightOn,5
27,430,../smart-lights-en-close-field/speech_corpus/audio/1342.wav,4e1a0afa-74e0-4d34-a6cd-ae2d96067f0f,"We have a large meeting room, I need some red lights in there.",SetLightColor,3
28,1238,../smart-lights-en-close-field/speech_corpus/audio/194.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Change the lights in the parking area to green.,SetLightColor,3
29,134,../smart-lights-en-close-field/speech_corpus/audio/673.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Make adjustments to the studio lighting to twelve.,SetLightBrightness,2
30,625,../smart-lights-en-close-field/speech_corpus/audio/895.wav,4373a208-efd7-4eea-9440-94f52145cd78,Please turn down the brightness,SwitchLightOff,4
31,9,../smart-lights-en-close-field/speech_corpus/audio/464.wav,e23027b0-4121-4be8-9b65-f34550c3f4de,I want the patio room light off,SwitchLightOff,4
32,581,../smart-lights-en-close-field/speech_corpus/audio/31.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Are you able to change the lights to turn green?,SetLightColor,3
33,1222,../smart-lights-en-close-field/speech_corpus/audio/473.wav,143921a6-6caa-417f-bd7e-2732023270c1,I want this room at brightness level ten,SetLightBrightness,2
34,1281,../smart-lights-en-close-field/speech_corpus/audio/456.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the lights to be lowered,DecreaseBrightness,0
35,612,../smart-lights-en-close-field/speech_corpus/audio/1139.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn down the brightness please,DecreaseBrightness,0
36,41,../smart-lights-en-close-field/speech_corpus/audio/531.wav,0f9d4a24-4d36-4378-98fd-3ddbe67d2f29,I'd like the lights to not be so bright,DecreaseBrightness,0
37,1126,../smart-lights-en-close-field/speech_corpus/audio/612.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Is it possible to turn the lights down in this room?,DecreaseBrightness,0
38,1059,../smart-lights-en-close-field/speech_corpus/audio/24.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Adjust the living room brightness to level two,SetLightBrightness,2
39,1056,../smart-lights-en-close-field/speech_corpus/audio/1118.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,The studio lights need to be increased,IncreaseBrightness,1
40,299,../smart-lights-en-close-field/speech_corpus/audio/1565.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,set brightness of house to fifty,SetLightBrightness,2
41,158,../smart-lights-en-close-field/speech_corpus/audio/141.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Change all the lights to fifty.,SetLightBrightness,2
42,1121,../smart-lights-en-close-field/speech_corpus/audio/547.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I'm done with the lights in the dining room.,SwitchLightOff,4
43,215,../smart-lights-en-close-field/speech_corpus/audio/804.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,May you change the light to pink please?,SetLightColor,3
44,61,../smart-lights-en-close-field/speech_corpus/audio/854.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Please increase the garage lights.,IncreaseBrightness,1
45,125,../smart-lights-en-close-field/speech_corpus/audio/418.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I want the house lights to be pink.,SetLightColor,3
46,123,../smart-lights-en-close-field/speech_corpus/audio/1213.wav,4373a208-efd7-4eea-9440-94f52145cd78,Turn on the entrance lights,SwitchLightOn,5
47,1273,../smart-lights-en-close-field/speech_corpus/audio/103.wav,143921a6-6caa-417f-bd7e-2732023270c1,Can you please turn down the lights.,DecreaseBrightness,0
48,1306,../smart-lights-en-close-field/speech_corpus/audio/1547.wav,143921a6-6caa-417f-bd7e-2732023270c1,"please the increase the brightness, it's too dark",IncreaseBrightness,1
49,298,../smart-lights-en-close-field/speech_corpus/audio/133.wav,4373a208-efd7-4eea-9440-94f52145cd78,Can you turn the brightness down in the backyard,DecreaseBrightness,0
50,278,../smart-lights-en-close-field/speech_corpus/audio/714.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Make the bed room light dimmer,DecreaseBrightness,0
51,28,../smart-lights-en-close-field/speech_corpus/audio/570.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Increase brightness to fifty.,SetLightBrightness,2
52,111,../smart-lights-en-close-field/speech_corpus/audio/1616.wav,4373a208-efd7-4eea-9440-94f52145cd78,"this entire appartment is in darkness, you need to turn the brightness up",IncreaseBrightness,1
53,818,../smart-lights-en-close-field/speech_corpus/audio/1094.wav,9b44ed56-3019-4bef-a688-833eec3e2059,The cubicle lights should be pink,SetLightColor,3
54,48,../smart-lights-en-close-field/speech_corpus/audio/1225.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Turn on the lights.,SwitchLightOn,5
55,8,../smart-lights-en-close-field/speech_corpus/audio/1599.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,the bedroom lights need to glow red,SetLightColor,3
56,737,../smart-lights-en-close-field/speech_corpus/audio/365.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,I need to lamps all off now,SwitchLightOff,4
57,31,../smart-lights-en-close-field/speech_corpus/audio/1016.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Set the light brightness level to twenty,SetLightBrightness,2
58,148,../smart-lights-en-close-field/speech_corpus/audio/1385.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,change color of bathroom lights to pink,SetLightColor,3
59,36,../smart-lights-en-close-field/speech_corpus/audio/869.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Please make the lights pink,SetLightColor,3
60,128,../smart-lights-en-close-field/speech_corpus/audio/290.wav,c90d7f99-da8b-424c-95f9-610c56bdeb7d,Go ahead and turn the large meeting room light to pink,SetLightColor,3
61,69,../smart-lights-en-close-field/speech_corpus/audio/668.wav,4373a208-efd7-4eea-9440-94f52145cd78,Lower the lights in the changing room ,DecreaseBrightness,0
62,55,../smart-lights-en-close-field/speech_corpus/audio/1633.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,turn off bed room lights,SwitchLightOff,4
63,881,../smart-lights-en-close-field/speech_corpus/audio/403.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,I want the brightness set to two,SetLightBrightness,2
64,1074,../smart-lights-en-close-field/speech_corpus/audio/108.wav,d74e7c3a-9e2f-40ea-a6da-cf1399adc25c,Can you set the basement lights to five?,SetLightBrightness,2
65,1241,../smart-lights-en-close-field/speech_corpus/audio/1000.wav,f0f71ab4-dd42-43f7-bd05-7d1950326935,Set the brightness to five.,SetLightBrightness,2
66,803,../smart-lights-en-close-field/speech_corpus/audio/870.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Please make the lights pink in my bedroom.,SetLightColor,3
67,398,../smart-lights-en-close-field/speech_corpus/audio/1559.wav,4373a208-efd7-4eea-9440-94f52145cd78,put on the serial bulbs in the dining room,SwitchLightOn,5
68,710,../smart-lights-en-close-field/speech_corpus/audio/1546.wav,4373a208-efd7-4eea-9440-94f52145cd78,please switch off the studio lights,SwitchLightOff,4
69,1235,../smart-lights-en-close-field/speech_corpus/audio/785.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Make the lights pink.,SetLightColor,3
70,226,../smart-lights-en-close-field/speech_corpus/audio/321.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I don't want the backyard lights to be on.,SwitchLightOff,4
71,145,../smart-lights-en-close-field/speech_corpus/audio/247.wav,16760ead-20e2-42f7-a62d-3ed356699f7f,Decrease the light intensity in the entrance to zero,SwitchLightOff,4
72,443,../smart-lights-en-close-field/speech_corpus/audio/67.wav,88eea37b-2670-4b5d-b1ba-28a1b638243f,Can you change the lights to green,SetLightColor,3
73,157,../smart-lights-en-close-field/speech_corpus/audio/665.wav,546bfda8-9f7d-4cf5-8c44-931e4226ec82,Lower the lighting in the garage.,DecreaseBrightness,0
74,605,../smart-lights-en-close-field/speech_corpus/audio/1174.wav,9294d77a-9d94-4903-a978-af94ab79c0d9,Turn off the bathroom lights,SwitchLightOff,4
75,126,../smart-lights-en-close-field/speech_corpus/audio/382.wav,ffd85e10-f320-427f-b63e-01e81f768397,I want less light in the waiting room,DecreaseBrightness,0
76,78,../smart-lights-en-close-field/speech_corpus/audio/320.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,I don't want it to be this bright,DecreaseBrightness,0
77,134,../smart-lights-en-close-field/speech_corpus/audio/812.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,"Ok google, turn off lights",SwitchLightOff,4
78,362,../smart-lights-en-close-field/speech_corpus/audio/627.wav,4373a208-efd7-4eea-9440-94f52145cd78,Kill the lights in the entire appartment,SwitchLightOff,4
79,1091,../smart-lights-en-close-field/speech_corpus/audio/153.wav,9f5beac6-1a2a-4d52-bca1-d0eff2f5ae54,Change lights to red.,SetLightColor,3
80,1203,../smart-lights-en-close-field/speech_corpus/audio/793.wav,40b461a0-8c0c-42a6-b51c-99b1a8bff054,Make the lounge twenty two,SetLightBrightness,2
